p:alpha,p:batch_size,p:coord_feat,p:latent_ch,p:lift_act,p:lr,p:num_FNO,p:num_modes,p:num_projs,p:optimizer,p:padding,p:padding_type,p:proj_act,p:proj_size,p:weight_decay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:TrainLoss,m:valLoss,m:ValR2,m:testLoss,m:testRollout
0.6372420817899548,223,True,27,identity,1.2939079962655277e-06,20,2,4,SGD,8,reflect,relu6,11,0.07659182518193298,-0.1310080587863922,2.7894913e-07,211,0.08656120300292969,192.2771201133728,1709343172.284286,1709343364.2178516,[0.08295880444347858],[0.1310080587863922],"[-16894.158203125, -1.9214773178100586, -2.857391357421875, -0.31527626514434814, -0.19913792610168457]",0.1311623901128769,-9.227847e-08
0.22055890773418546,213,False,23,softshrink,1.2896736701537346e-05,10,16,11,Adagrad,9,reflect,selu,30,0.05930158679141223,-1.36832594871521,-5.1695018e-08,177,0.08606314659118652,192.55385518074036,1709343172.2668219,1709343364.243245,[0.31630928648842704],[1.36832594871521],"[-5349720.0, -88.26416778564453, -1.002511739730835, -276.1924133300781, -717.77734375]",1.36833918094635,-3.3302583e-10
0.5495577104105941,150,False,14,sigmoid,0.00018042341074675953,25,11,3,Adagrad,15,replicate,relu6,4,0.04878708204494705,-0.12435910105705261,2.2060222e-07,7,0.0834510326385498,193.98287153244019,1709343172.3055332,1709343365.923368,[0.0686228113869826],[0.12435910105705261],"[-4179.08251953125, -1.1265573501586914, -2.7027342319488525, -0.1019134521484375, -0.2693830728530884]",0.12451339513063431,-1.2608435e-09
0.06119832479970756,100,False,36,silu,1.930672636921197e-05,6,28,6,Adam,13,constant,softshrink,21,0.09263789957351906,-0.11742622405290604,2.1512002e-07,121,0.08521580696105957,194.2646288871765,1709343172.2827811,1709343365.9464645,[0.0071369009868552285],[0.11742622405290604],"[-0.8559819459915161, -0.6470029354095459, -2.5242366790771484, -0.009830474853515625, -8.344650268554688e-07]",0.11758008599281311,-8.006811e-10
0.5666965393424916,105,False,17,silu,0.0017151722669028842,15,30,10,Adam,10,circular,squareplus,21,0.05408442966551601,-0.11473710834980011,-3.3959125e-08,63,0.08434295654296875,194.53349685668945,1709343172.2832215,1709343366.2730064,[0.5167487123433281],[0.11473710834980011],"[-73202.453125, -11.390735626220703, -0.711050271987915, -0.25038301944732666, -36.0034294128418]",0.11465507000684738,1.3762726e-08
0.42030347933554546,86,True,25,identity,5.9187989429952355e-06,11,14,11,Adam,14,constant,hardtanh,32,0.09431645643996558,-0.07492688298225403,-0.0036637522,64,0.08435702323913574,194.87757396697998,1709343172.2832477,1709343366.5182097,[0.03593404218554497],[0.07492688298225403],"[-1859.2708740234375, -1.609562873840332, -1.042384386062622, -0.24786722660064697, -2.9746787548065186]",0.07504649460315704,-4.681824e-05
0.6822483986750547,86,False,12,threshold,1.0052769776564199e-05,26,17,8,SGD,1,circular,sigmoid,21,0.01007495969288388,-0.6941048502922058,1.3068986e-07,40,0.08398747444152832,194.8775885105133,1709343172.2810724,1709343366.6883535,[0.47190484688395545],[0.6941048502922058],"[-6172999.0, -171.28143310546875, -4.285027980804443, -17.523454666137695, -99.21157836914062]",0.694612443447113,7.7213097e-10
0.21269369867219085,174,True,24,hardtanh,1.6422338913232778e-05,22,5,5,AdamW,5,circular,softplus,10,0.0966796391768834,-1.3185105323791504,-2.6231316e-07,251,0.08714413642883301,195.51489543914795,1709343172.2874286,1709343367.4359336,[0.28172849118709564],[1.3185105323791504],"[-18529620.0, -144.03912353515625, -0.03636062145233154, -522.7908935546875, -53.525386810302734]",1.3181763887405396,-1.1691407e-08
0.47129487985909735,221,True,8,gelu,0.000968060024840856,32,24,14,Adam,12,circular,silu,23,0.05930056778163264,-0.10734231024980545,2.0772833e-07,287,0.0876779556274414,198.022034406662,1709343172.2694745,1709343369.963295,[0.05282287113368511],[0.10734231024980545],"[-31.545806884765625, -0.490909218788147, -2.216761350631714, -0.00016415119171142578, -5.1021575927734375e-05]",0.10748524963855743,-1.1281953e-09
0.9135845966336772,211,False,59,squareplus,8.397351233137908e-05,7,9,11,SGD,2,constant,softsign,4,0.0495964323195352,-0.11700604856014252,-2.0987656e-05,86,0.08468461036682129,199.48399710655212,1709343172.281095,1709343371.4251666,[0.10614609221617381],[0.11700604856014252],"[-936.907958984375, -0.5774461030960083, -2.513697385787964, -0.004762411117553711, -0.013440847396850586]",0.11716058850288391,-1.110249e-05
0.001622358205289998,63,False,46,softsign,0.007520071236192258,3,32,15,AdamW,14,circular,silu,7,0.02536500311189353,-0.10539425909519196,0.4792971,111,0.08507204055786133,200.58366751670837,1709343172.2820954,1709343372.5244234,[-0.17782384865755116],[0.10539425909519196],"[-1071394.25, -8.089644432067871, -0.5403151512145996, -10.608946800231934, -4.756117343902588]",0.10543137043714523,0.30047536
